scenario_dir,Label,CharacterName,ja,en,ko
scenarios_05_03000,05_03100_1160,@シューニャ,ねぇハル、互角ってどういう意味？,"Halu, what does ""down to the wire"" mean?",
scenarios_05_03000,05_03100_1170,@ハル,ん？　同じくらいって、意味だな。,"Hmm? Oh, it means it wouldn't have been obvious who'd win.",
scenarios_05_03000,05_03100_1180,@シューニャ,"ふ～ん……
じゃあ、どっちが強いの？","Ah. As in, you couldn't tell which one of them is stronger?",
scenarios_05_03000,05_03100_1190,@オシュトル,そりゃあ━━,I can give you an answer to that.,
scenarios_05_03000,05_03100_1200,@ミカヅチ,当然━━,I can too!,
scenarios_05_03000,05_03100_1210,@オシュトル・ミカヅチ,俺だ！,I'm stronger!,
scenarios_05_03000,05_03100_1220,@オシュトル・ミカヅチ,…………,...,
scenarios_05_03000,05_03100_1230,@シューニャ,え……どっち？,"Sorry, who's stronger?",
scenarios_05_03000,05_03100_1240,@オシュトル・ミカヅチ,俺だ！,I am!,
scenarios_05_03000,05_03100_1250,@オシュトル・ミカヅチ,…………,...,
scenarios_05_03000,05_03100_1260,@ミカヅチ,ふん、三人がかりで無ければ勝てなかった男が、面白いことを[吐*ぬ]かすな。,Hmph. Funny you say that. You only won because I was outnumbered.,
scenarios_05_03000,05_03100_1270,@オシュトル,"一度は負けを認めた男が何だって？
何ならここで白黒付けてもいいんだぞ。",You're the one who's already admitted defeat. You want a rematch? Because I'll give you a rematch.,
scenarios_05_03000,05_03100_1280,@オシュトル・ミカヅチ,…………,...,
scenarios_05_03000,05_03100_1290,@ミカヅチ,上等だ。吐いた唾は飲み込めんぞ。,Fine by me. Let's do it.,
scenarios_05_03000,05_03100_1310,@オシュトル,[戦*いくさ]は[武人*もののふ]の誉れ、喧嘩は[漢*おとこ]の花道……ってな。,"""Mononofu war for prestige—men brawl for honor."" So said my old man.",
scenarios_05_03000,05_03100_1320,@ミカヅチ,ク……ククク……,Heh... Hahahaha...,
scenarios_05_03000,05_03100_1330,@ミカヅチ,"クハハハ！　そうだよなァ！
あんなので満足できるわきゃねぇよなァ！",Bwahahahaha! Ain't that the truth! That brawl just now can't possibly have been enough for you!,
scenarios_05_03000,05_03100_1340,@オシュトル,パシュパクルが長子、オシュトルだ。,"I'm Oshtor, son of Pashpakur.",
scenarios_05_03000,05_03100_1350,@ミカヅチ,[風来者*ふうらいもの]の、ミカヅチよ。,"And I'm Mikazuchi, the wanderer.",
scenarios_05_03000,05_03100_1360,@オシュトル・ミカヅチ,うおぉぉぉぉぉぉぉぉぉッЦ,Hyaaaaaah!,
scenarios_05_03000,05_03100_1370,@オシュトル,ふ……ふふふ……,Heh... Heheh...,
scenarios_05_03000,05_03100_1380,@ミカヅチ,クククク……,Hyeh hyeh hyeh...,
scenarios_05_03000,05_03100_1390,@オシュトル,アハハハハ━━,Hahahahaha!,
scenarios_05_03000,05_03100_1400,@ミカヅチ,クハハハハハ━━,Bwahahaha!,
scenarios_05_03000,05_03100_1410,@ディコトマ,そうれ、寄ってらっしゃい見てらっしゃい、どちらが勝つかはお立ち会い！　張った張ったァ！,"Come and see the fight, folks! Place your bets! Let's make this count!",
scenarios_05_03000,05_03100_1420,@野次馬,俺は青いのに三枚！,I'm betting on the guy in blue!,
scenarios_05_03000,05_03100_1430,@野次馬,とんがり頭のあんちゃんに全部だ！,I'll put all my money on the kid with the spiky hair!,
scenarios_05_03000,05_03100_1440,@野次馬,こりゃあ、わかんねえな！,This is gonna be a close one!,
scenarios_05_03000,05_03100_1450,@野次馬,負けんじゃねーぞ！,"Don't lose, you hear?!",
scenarios_05_03000,05_03100_1460,@野次馬,そこだ！　やっちまえ！,That's it! Finish him!,
scenarios_05_03000,05_03100_1470,@ムネチカ,あ、あの、ディコトマ様、何をやっているのですか。,"Um... Excuse me, Sir Dikotoma, but what are you doing?",
scenarios_05_03000,05_03100_1480,@ディコトマ,何って、そりゃ、見たまんまさ。,Can't you see? I might as well make some money on this fight.,
scenarios_05_03000,05_03100_1490,@ディコトマ,さてと。ンハライ、後は頼んだぞ。,"All right, Nhalai. I'll leave you here with our street fight champions.",
scenarios_05_03000,05_03100_1500,@ディコトマ,じゃあ、お嬢ちゃん達は付いてきな。こっちだ。,"And you girls, please come with me.",
scenarios_05_03000,05_03100_1510,@ディコトマ,放っときな、[戦*いくさ]は[武人*もののふ]の誉れ、喧嘩は[漢*おとこ]の花道ってな。,"Don't worry about them. ""Be an honorable Mononofu on the battlefield, be the winner in a street fight.""",
scenarios_05_03000,05_03100_1520,@ディコトマ,男は時に[莫迦*バカ]をやらなきゃ、磨かれねぇ生き物なのよ。,"Men have to be allowed to act like idiots sometimes, otherwise they won't learn.",
scenarios_05_03000,05_03100_1530,@ディコトマ,そんな[莫迦*バカ]を見守ってやるのが、いい女ってモンだぜ。,And sensible women know to put up with it.,
scenarios_05_03000,05_03100_1540,@ムネチカ,はぁ……,Right...,
scenarios_05_03000,05_03100_1550,@シューニャ,…………,...,
scenarios_05_03000,05_03100_1560,@ハル,どうした？　不機嫌そうな顔して。,What's up? You look a little upset.,
scenarios_05_03000,05_03100_1570,@シューニャ,別に。,Not really.,
scenarios_05_03000,05_03100_1580,@ハル,そうか。,You sure?,
scenarios_05_03000,05_03100_1590,@ハル,てっきり、オシュトルが自分といるより楽しそうだから、[拗*す]ねてるのかと思った。,I figured you were sulking because it looks like Oshtor is having more fun fighting that guy than he has hanging out with you.,
scenarios_05_03000,05_03100_1600,@シューニャ,…………,...,
scenarios_05_03000,05_03100_1610,@ハル,んほぉぉぉぉぉЧ,Yiiiikes!,
scenarios_05_03000,05_03100_1620,@オシュトル,イツツツ、躰が……,"Ouch, my whole body hurts.",
scenarios_05_03000,05_03100_1630,@ディコトマ,"明け方まで殴り合って、そのまま地面の上でおねんねだ。
そりゃあ、痛くもなるだろ。","No surprises there. You were punching the living snot out of each other all night, then you took a little nap on the cold, hard ground.",
scenarios_05_03000,05_03100_1640,@ミカヅチ,ふん、あの程度でだらしない奴め。,"Hmph, I gave him such a good beating he passed out.",
scenarios_05_03000,05_03100_1650,@シューニャ,一緒に伸びてた。,"You were sleeping spreadeagled right next to each other, actually.",
scenarios_05_03000,05_03100_1660,@ミカヅチ,Ц,What?!,
scenarios_05_03000,05_03100_1670,@ディコトマ,ハハッ、それを言わないでやるのが優しさってモンだ。,"Haha, you could've spared him that.",
scenarios_05_03000,05_03100_1680,@シューニャ,それで、どっちが勝ったの？,So who won?,
scenarios_05_03000,05_03100_1690,@オシュトル・ミカヅチ,俺だ。,I did.,
scenarios_05_03000,05_03100_1700,@オシュトル,何を。,"Sorry, what?",
scenarios_05_03000,05_03100_1710,@ミカヅチ,[巫山戯*ふざけ]るな、最後の一発がお前の顔面をぶち抜いたじゃねえか！,That last punch connected straight with your face!,
scenarios_05_03000,05_03100_1720,@オシュトル,覚えてないのか？　その前に俺の右が、思いっきり顎に入っただろ！,Did I hit you so hard you forgot that right hook I landed on your jaw just before that?!,
scenarios_05_03000,05_03100_1730,@ミカヅチ,俺はなんとか[堪*こら]えたぜ、先にぶっ倒れたのはお前だ！,I was still standing after that. You crumpled to the ground first!,
scenarios_05_03000,05_03100_1740,@オシュトル,いや、俺はまだやれた！　お前だって膝から崩れ落ちてただろ！,"That didn't knock me out! And you, you were on your knees!",
scenarios_05_03000,05_03100_1750,@ディコトマ,おう、朝っぱらから元気がいいな、[小童*こわっぱ]共。,"Ohoh, I see you're full of energy this morning, boys.",
scenarios_05_03000,05_03100_1760,@ディコトマ,"散々暴れて、まだ足りねえか……
おぅい。",Was an entire night of brawling not enough for you? Hmm?,
scenarios_05_03000,05_03100_1770,@ユゥリ,はい、お茶をお持ちしました。,"I made tea, sir.",
scenarios_05_03000,05_03100_1780,@ディコトマ,ほれ、茶でも飲んで落ち着け。,"Have some tea, boys. It'll help you calm down.",
scenarios_05_03000,05_03100_1790,@ミカヅチ,う……は、はい。,Um... All right.,
scenarios_05_03000,05_03100_1800,@オシュトル,判りました。,Thank you.,
scenarios_05_03000,05_03100_1810,@ミカヅチ,[何*いず]れ決着をつける。,We'll have to settle it another time.,
scenarios_05_03000,05_03100_1820,@オシュトル,望むところだ。,I can't wait.,
scenarios_05_03000,05_03100_1830,@ディコトマ,さて、オシュトル坊主。,"Now listen, young Oshtor.",
scenarios_05_03000,05_03100_1840,@オシュトル,……はい。,"Yes, sir?",
scenarios_05_03000,05_03100_1850,@ディコトマ,ったく、ヤレヤレだ。,You're one crazy lad.,
scenarios_05_03000,05_03100_1860,@ディコトマ,聖上に、あのような直訴するなんざ、無茶にも程があるだろうに。,Pestering the Mikado to grant your wish even after His Majesty denied it was shockingly brazen.,
scenarios_05_03000,05_03100_1870,@ディコトマ,正直、いつ首が飛ぶかと冷や汗かいたぜ。,"I honestly felt a trickle of cold sweat run down my spine, fearing I'd witness your execution that very day.",
scenarios_05_03000,05_03100_1880,@ディコトマ,奴の……パシュパクルの後を追いたいとか、ぶん殴ってでも止めるとこなんだが……,"If I could, I'd knock your daft idea of following in Pashpakur's footsteps right out of your head.",
scenarios_05_03000,05_03100_1890,@ディコトマ,聖上の前であれだけの大口を叩いたんだ、今更冗談でしたじゃ済まされん。,"But after your grandiose speech in front of the Mikado, I'm forced to take you seriously.",
scenarios_05_03000,05_03100_1900,@ディコトマ,"ったく、面倒なことをしてくれる……
トリコリに何て謝ればいい。",What a pain in the neck... What am I supposed to say to your mother?,
scenarios_05_03000,05_03100_1910,@オシュトル,申し訳ありません、ディコトマ様。,"I'm very sorry to be causing you trouble, Sir Dikotoma.",
scenarios_05_03000,05_03100_1920,@ディコトマ,あ～、ヤメロヤメロ。,"Eh, don't title me, boy.",
scenarios_05_03000,05_03100_1930,@ディコトマ,昔みたいに、おじちゃんとか言われても困るが、様付けなんぞこそばゆい。,"Don't go calling me Uncle or anything like you used to, but cut it out with the Sir.",
scenarios_05_03000,05_03100_1940,@ムネチカ,もしかして、お知り合いでしたの？,Have you known each other for some time?,
scenarios_05_03000,05_03100_1950,@ディコトマ,"何だオシュトル、話してなかったのか。
こいつの[親父*オヤジ]、パシュパクルとは[呑*の]み仲間でな。","Oshtor, you didn't tell your friends that your old man and I were drinking buddies?",
scenarios_05_03000,05_03100_1960,@ディコトマ,まだ帝都に住んでいた時、よく酒樽持って邪魔したもんさ。,"Back when he was still living here in the capital, I'd often visit with a barrel of some fine beverage.",
scenarios_05_03000,05_03100_1970,@オシュトル,あの頃は、一介の同心である[親父*オヤジ]が、八柱将であるディコトマ様と親しかったのが、疑問でした。,I always wondered how he became close friends with one of the Eight Pillar Generals.,
scenarios_05_03000,05_03100_1980,@オシュトル,もしかして、[親父*オヤジ]が隠密だったことを知って━━,But thinking of it now... Did you know my old man was one of the Mikado's—,
scenarios_05_03000,05_03100_1990,@ディコトマ,"そこまでだ。
それを語ることは許されん。","That's not a subject for us to discuss, boy.",
scenarios_05_03000,05_03100_2000,@ディコトマ,奴と同じ道を歩むってんなら尚更な。,Especially since you've chosen the same path he did.,
scenarios_05_03000,05_03100_2010,@オシュトル,……はい。,I won't ask again.,
scenarios_05_03000,05_03100_2020,@ディコトマ,さて、テメエはミカヅチだったな。,"And you, spiky boy. Your name's Mikazuchi, correct?",
scenarios_05_03000,05_03100_2030,@ミカヅチ,……はい。,"Yes, sir.",
scenarios_05_03000,05_03100_2040,@ディコトマ,確か……{d008700}アシワラ{d-1}ん[所*トコ]のか。,"You're from {d008700}Ashiwara{d-1}, if I'm not mistaken?",
scenarios_05_03000,05_03100_2050,@ミカヅチ,……家は関係ありません。,My family name is irrelevant.,
scenarios_05_03000,05_03100_2060,@ディコトマ,"ふん、訳ありか。
弟子入りの件だが、いいだろう。","Hmm, some trouble there, huh? Anyway, you wanted to be my apprentice? That's fine by me.",
scenarios_05_03000,05_03100_2070,@ミカヅチ,"本当ですかЧ
ありがとうございますЦ","You'll train me?! Thank you so much, sir!",
scenarios_05_03000,05_03100_2080,@ディコトマ,"ただし、だ。
そいつ……オシュトルと一緒にだ。","I will. However, I will have you train together with Oshtor.",
scenarios_05_03000,05_03100_2090,@ディコトマ,[朋輩*ともがら]となって、二人で事に当たれ。,Become friends and learn about cooperation.,
scenarios_05_03000,05_03100_2100,@ミカヅチ,な、何でこんなヤツなんかと。,What? Why him?,
scenarios_05_03000,05_03100_2110,@ディコトマ,"あれだな。
テメエ等は半人前……二人でようやく一人前ってとこだろ。",Because you're both half-decent warriors. And two halves make a whole.,
scenarios_05_03000,05_03100_2120,@ディコトマ,それが気に入らないってんなら、他を当たるんだな。,"If that's not to your liking, you can go find another instructor.",
scenarios_05_03000,05_03100_2130,@ミカヅチ,ぐ……,I...,
scenarios_05_03000,05_03100_2140,@ディコトマ,"ンハライ。今から俺は聖上の元へ行って来る。
今日から[此奴*こいつ]等、住み込むことになる。
面倒を見てやれ。","Nhalai, I'm going to the palace to speak with the Mikado. Please help my new students here get situated in their quarters.",
scenarios_05_03000,05_03100_2150,@ンハライ,私が……ですか？,"You want me to look after them, sir?",
scenarios_05_03000,05_03100_2160,@ディコトマ,ユゥリ、手伝ってやりなさい。,"Yuuri, you'll help Nhalai with his new duties.",
scenarios_05_03000,05_03100_2170,@ユゥリ,はい、御館様。,"Yes, sir.",
scenarios_05_03000,05_03100_2180,@ディコトマ,後の事は二人から聞いてくれ。{D008500}ミカヅチ{D-1}{D101400}戦闘参加人数と獲得経験値{D-1},These two will explain everything to you. And now I must be off.{D008500}ミカヅチ{D-1}{D101400}戦闘参加人数と獲得経験値{D-1},
scenarios_05_04000,05_04000_0000,@ユゥリ,"初めまして皆様方。
御館様の元で女官を務めております、ユゥリと申します。","It is a pleasure to meet you. I'm Yuuri, Sir Dikotoma's lady-in-waiting.",
scenarios_05_04000,05_04000_0010,@ンハライ,"小姓頭のンハライと申します。
以後お見知りおきを。","And I'm Nhalai, Sir Dikotoma's page. Pleased to make your acquaintance.",
scenarios_05_04000,05_04000_0020,@オシュトル,世話になる。,I hope I won't be too much trouble for you.,
scenarios_05_04000,05_04000_0030,@ミカヅチ,よろしく頼む。で、俺達は何をすればいいんだ？,"Pleasantries aside, what are we supposed to do next?",
scenarios_05_04000,05_04000_0040,@ンハライ,はい。基本的には御館様の指示通り、鍛錬を毎日こなして頂きます。,Most of your time will be spent training according to Sir Dikotoma's instructions.,
scenarios_05_04000,05_04000_0050,@シューニャ,それだけでいいの？,So that's it?,
scenarios_05_04000,05_04000_0060,@ンハライ,いえ、御館様は帝都のみならず、ヤマト全土の困り事などに対応しております。,"Not quite. Sir Dikotoma is tasked with resolving various issues not only here in the capital, but in all of Yamato.",
scenarios_05_04000,05_04000_0070,@ンハライ,ですが、当然、御館様一人でその全てにあたる訳にはいきません。,"Naturally, it would be impossible for him to attend to every single call for help himself.",
scenarios_05_04000,05_04000_0080,@オシュトル,なるほど、実戦の中で鍛えろってことか。,"Ah, so part of our training will be practical, carrying out actual missions for him?",
scenarios_05_04000,05_04000_0090,@ムネチカ,家臣を含め、弟子達もその任につくという事ですわね。,"I see. It's not only his retainers, but apprentices too that aid him in his work.",
scenarios_05_04000,05_04000_0100,@ンハライ,ええ、その通りです。,"Yes, that is correct.",
scenarios_05_04000,05_04000_0110,@ミカヅチ,"望む所だ。
俺一人で充分だがな。",I'll be glad to undertake any mission he gives me without any help.,
scenarios_05_04000,05_04000_0120,@ンハライ,ミカヅチ様、それは………,I'm afraid—,
scenarios_05_04000,05_04000_0130,@ミカヅチ,判っている、言ってみただけだ。,"Yes, I know I'll have to take this sidekick along. I just wanted to make a point.",
scenarios_05_04000,05_04000_0140,@ユゥリ,では、奥座敷へ案内いたします。こちらにお越し下さい。{D008400}ンハライ{D-1}{D008600}ユゥリ{D-1},I will show you to the inner parlor. Please come this way.{D008400}ンハライ{D-1}{D008600}ユゥリ{D-1},
scenarios_05_04000,05_04100_0150,@ユゥリ,"こちらが奥座敷となります。
皆さまが各地で引き受けた依頼内容の確認などを行える場所となっております。","This is the inner parlor. Here, you can check the details of the missions you've accepted in each area.",
scenarios_05_04000,05_04100_0160,@ユゥリ,ここ以外では、各町や村にある『御触書』でも確認することができますのでご利用ください。,You can also do the same thing by using the Notice Boards in towns and villages.,
scenarios_05_04000,05_04100_0170,@ユゥリ,依頼は、現地に赴き、依頼主の話を聞くことで受けることができます。,"To accept a task, you will need to travel to the person asking for help and speak with them directly.",
scenarios_05_04000,05_04100_0180,@ユゥリ,一度引き受けた依頼の中には、時間の経過により消えるものもありますのでご注意ください。,"Make sure you complete the requests in a timely manner, or they may expire even after you've accepted them.",
scenarios_05_04000,05_04100_0190,@ユゥリ,"また、一定の依頼を達成する事によって、褒美を受け取ることができます。
褒美はここでしか受け取ることができません。","Completing some of the requests will earn you rewards, which will be delivered here. Come here to pick them up.",
scenarios_05_04000,05_04100_0200,@ユゥリ,駆け足ではありましたが、以上が皆様にして頂く修行内容となります。,"In a nutshell, this is how your training will be structured.",
scenarios_05_04000,05_04100_0210,@ユゥリ,もう一度、お話し致しましょうか？,Was anything unclear? Should I explain again?,
scenarios_05_04000,05_04200_0220,@ムネチカ,理解致しましたわ。,It's all very clear.,
scenarios_05_04000,05_04200_0230,@オシュトル,民の声に耳を傾けることも、修行の一つということか。,"Engaging with people from across the country is part of the training, huh?",
scenarios_05_04000,05_04200_0240,@ミカヅチ,世直しをしながら、身も心も鍛えられるとは、[流石*さすが]は師匠。,"Sir Dikotoma's a wise man, training his students by having them do their part to make the world a better place.",
scenarios_05_04000,05_04200_0250,@ハル,"都合良く、雑用をあてがわれている様な気がする……
ドブ浚いでもさせられるんじゃないのか？",Sounds more like he's delegating bothersome tasks to his underlings. I wouldn't be surprised if you end up cleaning out gutters at some point.,
scenarios_05_04000,05_04200_0260,@シューニャ,"考えがひねくれすぎだよ。
でも、何だか凄く楽しそうな修行だね。",That's a very unkind way of looking at it. I think this way of training will be very enjoyable.,
scenarios_05_04000,05_04200_0270,@ンハライ,早速ですが、都の地下水路に大きなゴミが詰まって町民が困っております。行ってゴミを取り除いてきていただけますでしょうか。,"Well, let us get you started with the training. The city sewers are getting clogged with over-sized debris. Your first task will be to clear it away.",
scenarios_05_04000,05_04200_0280,@ハル,やっぱりドブ浚いじゃないか！,"See, I told you!",
scenarios_05_04300,05_04300_0000,@Narration,～依頼・『ユゥリのごほうび』について～,- Requests: Yuuri's Prize -,
scenarios_05_04300,05_04300_0010,@Narration,帝都・ディコトマ邸の奥座敷で、依頼の管理をしているユゥリに会えます。,"Go to the inner parlor of Dikotoma's Residence in the Imperial Capital to speak with Yuuri, who supervises your progress with requests.",
scenarios_05_04300,05_04300_0020,@Narration,各町の『御触書』と同じく様々な依頼が載っていますが、これまでの達成数に応じて貴重なご褒美をくれる事があります。,She will sometimes give you special prizes based on the number of Notice Board requests you've completed.,
scenarios_05_05000,05_05000_0000,@厳つい顔の男,ややっ、そこなる一行は！,"Hey, you over there!",
scenarios_05_05000,05_05000_0010,@オシュトル,ん？,Yes?,
scenarios_05_05000,05_05000_0020,@厳つい顔の男,フ、フフン、聞いたでありますぞ？,"Hehehe, I heard about you cheeky fellows!",
scenarios_05_05000,05_05000_0030,@厳つい顔の男,貴様等でありますな、帝と謁見し、そしてディコトマ様への弟子入りを果たした連中というのは！,"It was you, wasn't it? The ones who persuaded the Mikado to let you train under Sir Dikotoma?",
scenarios_05_05000,05_05000_0040,@ムネチカ,"ええ、そうですわ。
縁があり、運に恵まれていましたの。","Yes, that's us. We've been blessed with extremely good fortune.",
scenarios_05_05000,05_05000_0050,@厳つい顔の男,"ほほう、謙虚なのはいい事であります。
よろしいよろしい。","Oho, how modest! I like that.",
scenarios_05_05000,05_05000_0060,@ボコイナンテ,うぉっほん、その素直さに免じて、先輩であるこのボコイナンテが新参者の貴様等に、武官のなんたるかを教えて進ぜよう。,"Ahem! Since you seem like nice, respectful people, I don't mind showing you the ropes. I'm Bokoinante, and I've been training here for quite some time.",
scenarios_05_05000,05_05000_0070,@オシュトル,"先輩でありましたか。
[某*それがし]はオシュトルと申します。","Ah, you're a senior student of Sir Dikotoma's? It's nice to meet you. I'm Oshtor.",
scenarios_05_05000,05_05000_0080,@オシュトル,ご教授の件、大変ありがたく思いますが、[某*それがし]等は大事な任へ向かう途中。,"Thank you for your kind offer, but we happen to be on our way to carry out an important task.",
scenarios_05_05000,05_05000_0090,@オシュトル,宜しければ、いずれまたご教授願えましたら。,Maybe some other time?,
scenarios_05_05000,05_05000_0100,@ミカヅチ,"いいじゃねぇか、オシュトル。
あんな面倒なことより、この先輩とやらの話を聞いてやろうじゃねぇか。","Hold on, Oshtor. I'd rather talk to this guy than hurry to do the sewer job.",
scenarios_05_05000,05_05000_0110,@ムネチカ,"ふむ、そうですわね。
代表で小生とシューニャちゃんが聞いておくので、貴方達は先に行っても構いませんわよ。","Yes, there may be something to learn here. Why don't you and Oshtor go on ahead while Shunya and I speak with Bokoinante?",
scenarios_05_05000,05_05000_0120,@ムネチカ,[夕餉*ゆうげ]までには帰ると、ユゥリに伝えておいてください。,Tell Yuuri we'll be back in time for supper.,
scenarios_05_05000,05_05000_0130,@ミカヅチ,ふざけんな！,I'm not your errand boy!,
scenarios_05_05000,05_05000_0140,@ボコイナンテ,"な、なんでありますか？
もしかして、モテ期Ч
拙者にも伝説のモテ期がЦ",Wh-What's this? The girls want to talk to me? Have I finally reached the age where women start taking notice of me?!,
scenarios_05_05000,05_05000_0150,@シューニャ,……ねえねえ、武官ってディコトマのおじちゃんみたいなヒトの事なんだよね？,"Hey, I thought military officers were supposed to look like Mr. Dikotoma.",
scenarios_05_05000,05_05000_0160,@シューニャ,このヒト、スゴく弱そうだよ。,This guy looks like a wimp.,
scenarios_05_05000,05_05000_0170,@ボコイナンテ,━━ンガッЧ,Wh-What?!,
scenarios_05_05000,05_05000_0180,@ムネチカ,シュ、シューニャちゃん。,Sh-Shunya...,
scenarios_05_05000,05_05000_0190,@ムネチカ,"ディコトマ様と比べてはいけませんわ。
それに、一見そうとは見えないヒトが実は[強者*つわもの]だった、という事もありますもの。","Firstly, Sir Dikotoma is without comparison. And secondly, you shouldn't judge a book by its cover. Some powerful warriors look deceptively weak.",
scenarios_05_05000,05_05000_0200,@ボコイナンテ,"う、うむ、そうでありますぞ。
中々見どころがあるでありますな。
うぉっほん、そこの茶屋でお茶でも[如何*いかが]かな？","Y-Yes, that's very true. Wise words. *Ahem* So would you girls like to have some tea at that teahouse over there?",
scenarios_05_05000,05_05000_0210,@シューニャ,やった、お菓子もいいんだよね。,"Sure, and I wouldn't mind something sweet to go with it either.",
scenarios_05_05000,05_05000_0220,@ボコイナンテ,"当然であります。
このボコイナンテに任せるであります。",Of course. I'll get you anything you like.,
scenarios_05_05000,05_05000_0230,@ハル,"いいねぇ。
そういう訳で、俺はチィの面倒があるから、お前たちは頼まれごとを頑張ってくれ。","Great timing. Since I've got to look after Chii, I'll be going to the teahouse. You two can sort out the sewers.",
scenarios_05_05000,05_05000_0240,@オシュトル,お前らなぁ……,You can't be serious...,
scenarios_05_05000,05_05000_0250,@シューニャ,"だって、お菓子なんだよ。
オシュトルもお話聞いてこうよ。","How could I refuse free sweets? You can come have tea with us too if you want, Oshtor.",
scenarios_05_05000,05_05000_0260,@ボコイナンテ,"おお、何という日でありますか。
父上、母上、拙者を産んでくれてありがとうであります！","Oh my, what a lucky day! Mother, Father, thank you for bringing me into this world!",
scenarios_05_05000,05_05000_0270,@ボコイナンテ,では、参ると━━,"Let's go to the teahouse, shall we?",
scenarios_05_05000,05_05000_0280,@オシュトル,"駄目だ、シューニャ。
俺たちには、ドブ浚いという大切な任があるんだからな。","Shunya, this is no time for tea. We have an important mission to accomplish, unclogging the sewers.",
scenarios_05_05000,05_05000_0290,@ボコイナンテ,"な、な、ドブ浚いですと！
この拙者の誘いを、ドブ浚いごときの為に断るでありますかЧ",Y-You're ditching me for that?!,
scenarios_05_05000,05_05000_0300,@オシュトル,"申し訳ありません、ボコイナンテ殿。
ドブ浚いであっても[某*それがし]達に任せられた大切な務め。","I'm terribly sorry, Bokoinante. Unglamorous as it may be, it's an important task we've been entrusted with.",
scenarios_05_05000,05_05000_0310,@ボコイナンテ,で、では、そこのお嬢様方は━━,"B-But you don't need the girls to go with you, do you?",
scenarios_05_05000,05_05000_0320,@ムネチカ,"そうですわね。
お誘いは嬉しいのですが、オシュトル殿の言う通りでしたわ。","Lord Oshtor is right. I'm very grateful for the invitation, but I'm afraid I must decline this time.",
scenarios_05_05000,05_05000_0330,@オシュトル,それでは、これにて失礼致します。,We need to be on our way. Have a nice day.,
scenarios_05_05000,05_05000_0340,@シューニャ,"そっか、残念。
またね、ボ、ボ……四角なヒト。","Oh... What a pity. Bye, Boko... Um... Mr. Square-Face.",
scenarios_05_05000,05_05000_0350,@オシュトル,"先輩武官の話か。
興味はあったが仕方ないさ……
これが俺達の初任務だからな。","I wasn't uninterested in what that warrior-in-training had to say, but we can't slack off on our very first mission.",
scenarios_05_05000,05_05000_0360,@ハル,ハァ、結局ドブ浚いかよ……,"This sort of mission stinks, literally...",
scenarios_05_05000,05_05000_0370,@ミカヅチ,クックック、お前たちだけ抜け駆けなぞ、[帝*ミカド]が許しても俺が許さん！,"Hyeh hyeh hyeh... The Mikado might have a soft spot for you, but I'm not letting you steal a march on me!",
scenarios_05_05000,05_05000_0380,@ボコイナンテ,…………,...,
scenarios_05_05000,05_05000_0390,@ボコイナンテ,オシュトル、オシュトルと言ったでありますか……,"You said your name was Oshtor, is that right?",
scenarios_05_05000,05_05000_0400,@ボコイナンテ,"人生に三度しかないと言われるモテ期をよくも……
よくも潰してくれたでありますなЦ",People say a man's romantic appeal blossoms only three times in a lifetime... And you just ruined one of my moments!,
scenarios_05_05000,05_05000_0410,@ボコイナンテ,しかも、ドブ浚いですとぉぉぉぉぉЦ,And for what? For cleaning sewers?!,
scenarios_05_05000,05_05000_0420,@ボコイナンテ,"融通の効かないクソ真面目な田舎者め！
拙者の顔に泥を塗ってくれたでありますな！","You dull, unreasonable country bumpkin! I won't forgive you for this insult!",
scenarios_05_05000,05_05000_0430,@ボコイナンテ,"おのれオシュトル！
その名、拙者の胸にしかと刻んだでありますぞ！{D008800}ボコイナンテ{D-1}",I'll remember your name and one day I'll make you pay!{D008800}ボコイナンテ{D-1},
scenarios_05_05500,05_05500_0000,@オシュトル,依頼された任はこの先だな。,Our mission objective is straight ahead.,
scenarios_05_05500,05_05500_0010,@ハル,えらく聞こえは良いが、中身はドブ浚いなんだよな……,"You make it sound so cool, but this is cleaning sewers we're talking about.",
scenarios_05_05500,05_05500_0020,@オシュトル,"む……ぐ、これは……
ひどい臭いだな……",Ugh... Ew... This stench is unbearable...,
scenarios_05_05500,05_05500_0030,@ミカヅチ,ああ、想像以上だ……,Yeah... It's worse than I imagined...,
scenarios_05_05500,05_05500_0040,@ムネチカ,これも修行の一環とはいえ、いきなり心が折れそうですわ……,"While I appreciate this may be part of our training, it really makes one lose heart, doesn't it?",
scenarios_05_05500,05_05500_0050,@シューニャ,"うえぇ……
これ、何の臭いだろう。
ハ、ハルは平気なの？","Blech... What is this stench? Halu, you're the only one who seems not to be bothered by it.",
scenarios_05_05500,05_05500_0060,@ハル,"ん、俺か？
全然平気。","Hmm? Ah yes, I'm totally fine with it.",
scenarios_05_05500,05_05500_0070,@シューニャ,ずる～い！,While I have to suffer!,
scenarios_05_05500,05_05500_0080,@ハル,数値では判ってても、臭いで苦痛を感じる回路はないんでな。,"I can tell there's a bad smell from the readings, but I don't experience negative reactions to them.",
scenarios_05_05500,05_05500_0090,@シューニャ,それにしても、どこから臭ってくるの？,But where's this stink coming from?,
scenarios_05_05500,05_05500_0100,@オシュトル,"臭いの元は……きっとあれだろう。
さぁ、早速取り掛かるぞ。",I think that's rather obvious. Let's hurry up and get this done and over with.,
