"scenario_dir","Label","CharacterName","ja","ko"
"scenarios_09_07000","09_07100_1320","@ザクロ","[我儘*わがまま]は次の入荷をお待ち下さいってな。
あのよ、お前の言う通り俺は[莫迦*バカ]だから、先のことは判らねえ。","고집은 다음 입고를 기다려달라고.
있잖아, 네 말대로 나는 바보라서, 앞일은 모르겠어."
"scenarios_09_07000","09_07100_1330","@マサムネ","それでも判ることはある。
[彼奴*あやつ]を止めるのは我等にしか出来ぬということ。","그래도 아는 건 있어.
저 녀석을 막을 수 있는 건 우리뿐이라는 거."
"scenarios_09_07000","09_07100_1340","@ホオズキ","盃を交わした兄弟として、この役目は誰にも譲れないよ。","잔을 나눈 형제로서, 이 역할은 누구에게도 양보할 수 없어."
"scenarios_09_07000","09_07100_1350","@イナヅマ","確かに俺達は猪武者だ。
だがな、肩を並べ、背中を預けられる[親友*ダチ]がいる。","확실히 우리는 저돌적인 무사다.
하지만, 어깨를 나란히 하고, 등을 맡길 수 있는 친구가 있다."
"scenarios_09_07000","09_07100_1360","@イナヅマ","だから、俺達は[強*つえ]ぇ。","그래서, 우리는 강해."
"scenarios_09_07000","09_07100_1370","@イナヅマ","ま、奴が欠けたのは痛いが、なぁに、四人いれば何とかなるさ。","뭐, 그 녀석이 빠진 건 아프지만, 뭐, 네 명이면 어떻게든 되겠지."
"scenarios_09_07000","09_07100_1380","@ザクロ","じゃあ、またな。そんな顔するなよ、なんか悪いコトしてるみたいだろ。","그럼, 또 보자. 그런 얼굴 하지 마, 괜히 나쁜 짓 하는 것 같잖아."
"scenarios_09_07000","09_07100_1381","@マサムネ","許せとは言わぬ。どうか、親父殿を支えてやってくれないか。","용서해달라고는 안 하겠다. 부디, 아버지를 지켜드려줄 수 없겠니."
"scenarios_09_07000","09_07100_1382","@ホオズキ","……イナヅマ、本当にいいんだね？","……이나즈마, 정말 괜찮은 거지?"
"scenarios_09_07000","09_07100_1390","@イナヅマ","[此奴*こいつ]なら判ってくれるさ。","이 녀석이라면 이해해줄 거야."
"scenarios_09_07000","09_07100_1400","@イナヅマ","なあ、ライデン。
俺にもしものことがあれば、貴様がアシワラを導け。","있지, 라이덴.
내게 무슨 일이 생기면, 네가 아시와라를 이끌어라."
"scenarios_09_07000","09_07100_1410","@ライデン","兄上……それはどういう……","오라버니……그게 무슨……"
"scenarios_09_07000","09_07100_1420","@イナヅマ","元よりそのつもりだったのだ。
俺は[武人*もののふ]だ。戦うことしか出来ぬ。","원래부터 그럴 생각이었다.
나는 무사다. 싸우는 것밖에 못 해."
"scenarios_09_07000","09_07100_1430","@イナヅマ","だが、貴様は違う。
その才で多くの民草を導くことが出来る。","하지만, 너는 달라.
그 재능으로 많은 백성을 이끌 수 있어."
"scenarios_09_07000","09_07100_1440","@イナヅマ","アシワラには……貴様が必要なのだ。","아시와라에는……네가 필요하다."
"scenarios_09_07000","09_07100_1450","@イナヅマ","見届けろ。
この戦の終わりと、アシワラの行く末をな……","지켜봐줘.
이 전쟁의 끝과, 아시와라의 미래를……"
"scenarios_09_07000","09_07100_1460","@ライデン","どうです、兄上。
[親父*オヤジ]殿が建ててくれた、この豪勢かつ立派な墓は。","어때요, 오라버니.
아버지께서 세워주신 이 호화롭고 훌륭한 무덤."
"scenarios_09_07000","09_07100_1470","@ライデン","兄上は常々、墓などいらぬと言っていましたね。
なので、私からのささやかな嫌がらせです。","오라버니는 늘 무덤 같은 건 필요 없다고 하셨죠.
그래서, 제 작은 장난이에요."
"scenarios_09_07000","09_07100_1480","@ライデン","最初で最後の[我儘*わがまま]、今度ばかりは聞いてもらいますよ。","처음이자 마지막 고집, 이번만큼은 들어주셔야 합니다."
"scenarios_09_07000","09_07100_1490","@ライデン","…………","…………"
"scenarios_09_07000","09_07100_1500","@ライデン","何故だ、兄上。
俺も一緒なら……","왜죠, 형님.
저도 함께였다면……"
"scenarios_09_07000","09_07100_1510","@ライデン","個の力を活かすには、的確な戦略と戦術が必要と、兄上も判ってくれていたはず。
なのに……","개인의 힘을 살리려면, 정확한 전략과 전술이 필요하다고 형님도 알고 계셨을 텐데.
그런데……"
"scenarios_09_07000","09_07100_1520","@ライデン","いや、判っている。
後継者である俺達二人が行くわけにはいかなかった。","아니, 알고 있어.
후계자인 우리 둘이 함께 갈 수는 없었지."
"scenarios_09_07000","09_07100_1530","@ライデン","それでも俺は認めない。
確かに兄上の選択は間違ってはいないさ。","그래도 난 인정 못 해.
확실히 형님의 선택이 틀린 건 아니야."
"scenarios_09_07000","09_07100_1540","@ライデン","━━だが！
だとしても、俺が一緒だったなら！
一緒なら……","━━하지만!
그래도 내가 함께였다면!
함께였다면……"
"scenarios_09_07000","09_07100_1550","@ライデン","死んでしまえば、それで終わりじゃないか。
兄上……","죽어버리면, 그걸로 끝이잖아.
형님……"
"scenarios_09_07000","09_07100_1560","@オシュトル","大丈夫か？　ミカヅチ。","괜찮아? 미카즈치."
"scenarios_09_07000","09_07100_1570","@ミカヅチ","…………","…………"
"scenarios_09_07000","09_07100_1580","@シューニャ","良かった、気がついた。","다행이다, 정신이 들었네."
"scenarios_09_07000","09_07100_1590","@ミカヅチ","俺は負けたのか……","내가 진 건가……"
"scenarios_09_07000","09_07100_1600","@ハル","負けたと言うより、手も足も出なかったって感じだな。","진 것보단, 손도 발도 못 썼다는 느낌이야."
"scenarios_09_07000","09_07100_1610","@シューニャ","こら、ハル。","이봐, 하루."
"scenarios_09_07000","09_07100_1620","@ミカヅチ","構わん、本当のことだ。","괜찮아, 사실이니까."
"scenarios_09_07000","09_07100_1630","@ムネチカ","本当に大丈夫……ですの？
うわ言のように何やら呟いていましたけど。","정말 괜찮으신……건가요?
잠꼬대처럼 뭔가 중얼거리시던데."
"scenarios_09_07000","09_07100_1640","@ミカヅチ","ああ、少しばかり……夢を見ていた……","아아, 조금……꿈을 꾸고 있었어……"
"scenarios_09_07000","09_07100_1650","@ミカヅチ","（何てデケェ[漢*おとこ]達だったんだ。
　それに引き換え……俺は何をやっている）","(정말로 거대한 남자들이었지.
그에 비하면……나는 대체 뭘 하고 있는 거야)"
"scenarios_09_07000","09_07100_1660","@ミカヅチ","（俺が越えねばならぬのは、オシュトルか？
　それとも兄者か？　俺は一体何と戦っている？）","(내가 넘어야 할 건 오슈토르인가?
아니면 형인가? 나는 대체 무엇과 싸우고 있는 거지?)"
"scenarios_09_07000","09_07100_1670","@ミカヅチ","（何故、俺はこんなにもムキになって奴等の背中を
　追いかける）","(왜 나는 이렇게까지 집착해서 저놈들의 등을
쫓아가고 있는 거지)"
"scenarios_09_07000","09_07100_1680","@ミカヅチ","（あの[漢*おとこ]達の生き様は、こんなんじゃなかったはずだ）","(저 남자들의 삶의 방식은, 이런 게 아니었을 텐데)"
"scenarios_09_07000","09_07100_1690","@ミカヅチ","（友と比べて焦り、兄を見て苛立ち……）","(친구와 비교하며 조급해하고, 형을 보며 짜증내고……)"
"scenarios_09_07000","09_07100_1700","@ミカヅチ","（俺の志す[武人*もののふ]とはこんなんじゃねぇ。
　クソが、つくづく情けねぇ……）","(내가 지향하는 무사는 이런 게 아니야.
젠장, 정말 한심하군……)"
"scenarios_09_07000","09_07100_1710","@ミカヅチ","（俺が越えねばならぬのは、オシュトルでも、
　兄者でもない。俺自身だろうが！）","(내가 넘어야 할 건 오슈토르도,
형도 아니야. 바로 나 자신이잖아!)"
"scenarios_09_07000","09_07100_1720","@ハル","へぇ……","헤에……"
"scenarios_09_07000","09_07100_1730","@ミカヅチ","オシュトル。","오슈토르."
"scenarios_09_07000","09_07100_1740","@オシュトル","なんだ？","왜?"
"scenarios_09_07000","09_07100_1750","@ミカヅチ","おめぇは強ぇな。
師匠が認めただけのことはある。","넌 강하구나.
스승님이 인정한 것도 당연해."
"scenarios_09_07000","09_07100_1760","@オシュトル","……何を言うかと思えば。当然だ。","……무슨 말인가 했더니. 당연하지."
"scenarios_09_07000","09_07100_1770","@シューニャ","オシュトル……？","오슈토르……?"
"scenarios_09_07000","09_07100_1780","@ミカヅチ","そう……か。","그래……그래."
"scenarios_09_07000","09_07100_1790","@オシュトル","お前に背中を預けているんだ。違うか？","내가 네게 등을 맡기고 있잖아. 안 그래?"
"scenarios_09_07000","09_07100_1800","@ミカヅチ","クク……
そうだ……ああ、そうだな。
それでこそ、オシュトル。俺が認めた[漢*おとこ]だ。","크크……
그래……그래, 맞아.
그래야 오슈토르지. 내가 인정한 남자다."
"scenarios_09_07000","09_07100_1810","@ハル","やれやれ、吹っ切れたみたいだな。
ったく、世話を掛けさせやがって。","휴, 이제야 털어낸 것 같네.
정말, 신경 쓰이게 하네."
"scenarios_09_07000","09_07100_1820","@オシュトル","お前は何もしてないだろ。","넌 아무것도 안 했잖아."
"scenarios_09_07000","09_07100_1830","@シューニャ","…………","…………"
"scenarios_09_07000","09_07100_1840","@ハル","どうした、チィ？","왜 그래, 치이?"
"scenarios_09_07000","09_07100_1850","@シューニャ","どうしよう、ハル。
胸がドキドキして、キュンって締め付けられるような感じがしたの。","어떡하지, 하루.
가슴이 두근두근하고, 꽉 조여오는 느낌이 들었어."
"scenarios_09_07000","09_07100_1860","@ハル","ふふ、それこそが、お前が探していた伝説の胸キュンさ。","후후, 그게 바로 네가 찾던 전설의 두근거림이야."
"scenarios_09_07000","09_07100_1870","@シューニャ","こ、これがそうなんだ。
ねぇねぇ、ムネチカ。これが胸キュンなんだって。","이, 이게 그런 거구나.
있지 있지, 무네치카. 이게 두근거림이래."
"scenarios_09_07000","09_07100_1880","@ムネチカ","…………","…………"
"scenarios_09_07000","09_07100_1890","@シューニャ","ムネチカ？","무네치카?"
"scenarios_09_07000","09_07100_1900","@ムネチカ","ふぉっ！？
小生はドキもキュンもしておらぬ！
決してしておらぬ！","뭐!?
나는 두근거리거나 설레지 않았어!
절대로 아니야!"
"scenarios_09_07000","09_07100_1910","@シューニャ","……ムネチカ？","……무네치카?"
"scenarios_09_07000","09_07100_1920","@オシュトル","そら、立てるか？　掴まれ。
それでミカヅチ、どうする。","자, 일어날 수 있겠어? 잡아.
그래서 미카즈치, 어떻게 할 거지."
"scenarios_09_07000","09_07100_1930","@ミカヅチ","応。
なあオシュトル。","응.
있지, 오슈토르."
"scenarios_09_07000","09_07100_1940","@ミカヅチ","俺は俺自身を越える。
頼むオシュトル。お前の力を貸せ。","나는 나 자신을 넘어서겠다.
부탁이야, 오슈토르. 네 힘을 빌려줘."
"scenarios_09_07000","09_07100_1950","@オシュトル","フッ、らしくないな。
だが、お前の頼みとあれば是非もなし。","훗, 너답지 않네.
하지만, 네 부탁이라면 마다할 수 없지."
"scenarios_09_07000","09_07100_1960","@ミカヅチ","シューニャ、ムネチカ、貴様らの力も貸してくれるか。","슈냐, 무네치카, 너희들도 힘을 빌려줄 수 있겠나?"
"scenarios_09_07000","09_07100_1970","@シューニャ・ムネチカ","是非もなし！","마다할 수 없지!"
"scenarios_09_07000","09_07100_1980","@ハル","…………","…………"
"scenarios_09_07000","09_07100_1990","@ミカヅチ","おい、ハル、貴様もだ。","이봐, 하루, 너도야."
"scenarios_09_07000","09_07100_2000","@ハル","モシモシ、ボク、ハルダヨ。
キョウハ、オデンワ、アリガトウ。
アノネ、イマボク、アナタノウシロニイルノ。","모시모시, 나야, 하루야.
오늘은 전화해줘서 고마워.
있잖아, 지금 나, 네 뒤에 있어."
"scenarios_09_07000","09_07100_2010","@ミカヅチ","なに気味悪い声で人形のフリしてやがる。","뭐야, 기분 나쁜 목소리로 인형 흉내내고 있잖아."
"scenarios_09_07000","09_07100_2020","@ハル","仕方ねぇな。
時間外労働手当はおまけしといてやるか。
感謝しろよ。","어쩔 수 없네.
초과근무 수당은 덤으로 쳐줄까.
감사해라."
"scenarios_09_07000","09_07100_2030","@ミカヅチ","ああ、感謝する。","그래, 고맙다."
"scenarios_09_07000","09_07100_2040","@ハル","何か……
吹っ切れたのは良いが、調子狂うな……","뭔가……
속이 후련해진 건 좋은데, 페이스가 흐트러지네……"
"scenarios_09_07000","09_07100_2050","@ミカヅチ","アシワラの祖霊達よ、今一度、かしこみ申す！","아시와라의 조령들이여, 다시 한 번, 삼가 청하노라!"
"scenarios_09_07000","09_07100_2060","@ミカヅチ","我、未熟なれど、我を支えし友あり。
我等一つの太刀となりて━━いざ！{D016701}イナヅマ{D-1}{D016801}ライデン{D-1}","나는 미숙하나, 나를 지탱해주는 친구가 있다.
우리 모두 하나의 검이 되어━━ 자아!{D016701}이나즈마{D-1}{D016801}라이덴{D-1}"
"scenarios_09_07000","09_07200_2070","@イナヅマ","フフフフ……
ハハハハハハ━━","후후후후……
하하하하하하━━"
"scenarios_09_07000","09_07200_2080","@ライデン","見事なり！","훌륭하다!"
"scenarios_09_07000","09_07200_2090","@シューニャ","あれ、消えちゃった。
何だったんだろう？","어라, 사라져버렸네.
뭐였을까?"
"scenarios_09_07000","09_07200_2100","@ミカヅチ","…………","…………"
"scenarios_09_07000","09_07200_2110","@ミカヅチ","これか。","이거군."
"scenarios_09_07000","09_07200_2120","@ミカヅチ","目的の物は手に入れた。
さっさと帰るぞ。","목적물은 손에 넣었다.
어서 돌아가자."
"scenarios_09_07000","09_07200_2130","@ハル","えらく、あっさりしてるな。","엄청, 담백하네."
"scenarios_09_07000","09_07200_2140","@シューニャ","ねえねえ、その箱って何が入ってるのかな？","저기 저기, 그 상자엔 뭐가 들어있을까?"
"scenarios_09_07000","09_07200_2150","@ミカヅチ","さあな。そら━━
欲しけりゃ、くれてやる。","글쎄. 자━━
갖고 싶으면, 줄게."
"scenarios_09_07000","09_07200_2160","@シューニャ","━━わ！？
え、いいの？","━━와!?
에, 진짜로?"
"scenarios_09_07000","09_07200_2170","@ミカヅチ","構わん。
俺のはもう手に入れた。","상관없다.
내 건 이미 손에 넣었으니까."
"scenarios_09_07000","09_07200_2180","@ムネチカ","良くありませんわよ。ミカヅチ殿も何を言ってますの？
アシワラの至宝ではありませんこと。","좋지 않습니다. 미카즈치님도 무슨 말씀을 하시는 건가요?
아시와라의 보물이 아니던가요."
"scenarios_09_07000","09_07200_2190","@ムネチカ","シューニャちゃん、駄目ですわよ。それはライコウ様にお渡しす━━","슈냐, 안 돼요. 그건 라이코우님께 드려야━━"
"scenarios_09_07000","09_07200_2200","@シューニャ","んぎぃぃぃぃぃ！","응기이이이이이!"
"scenarios_09_07000","09_07200_2210","@ハル","開かねぇぇぇぇぇぇ！","안 열려에에에에에에!"
"scenarios_09_07000","09_07200_2220","@ムネチカ","何やってますのぉぉぉぉぉ！","뭐 하는 거에요오오오오오!"
"scenarios_09_07000","09_07200_2230","@ムネチカ","まったく、ミカヅチ殿は何を考えていますの。
少しは見直しましたのに、気のせいだったみたいですわね。","정말, 미카즈치님은 무슨 생각을 하시는 건지.
조금은 다시 봤는데, 기분 탓이었던 것 같네요."
"scenarios_09_07000","09_07200_2240","@オシュトル","さて、どうだろうな？","자, 어떨까?"
"scenarios_09_07000","09_07200_2250","@ムネチカ","━━オシュトル殿！？","━━오슈토르님!?"
"scenarios_09_07000","09_07200_2260","@オシュトル","…………","…………"
"scenarios_09_07000","09_07200_2270","@シューニャ","……え？　え？","……엣? 엣?"
"scenarios_09_07000","09_07200_2280","@ミカヅチ","いきなり背後から斬りかかるなど、貴様らしくもない。","갑자기 뒤에서 베어오다니, 너답지 않군."
"scenarios_09_07000","09_07200_2290","@オシュトル","そういうお前こそ、何故抜かなかった？","그런 너야말로, 왜 뽑지 않았지?"
"scenarios_09_07000","09_07200_2300","@ミカヅチ","その必要はない。
お前に背中を預けているのだ。違うか？","그럴 필요 없어.
나는 네게 등을 맡기고 있으니까. 그렇지 않나?"
"scenarios_09_07000","09_07200_2310","@オシュトル","………","………"
"scenarios_09_07000","09_07200_2320","@ミカヅチ","…………","…………"
"scenarios_09_07000","09_07200_2330","@オシュトル・ミカヅチ","フッ……
ハハハハハハハハハハハハハ！","훗……
하하하하하하하하하하하하하!"
"scenarios_09_07000","09_07200_2340","@ムネチカ","何を笑っていますの。
まったく、殿方ときたら。","뭘 웃으시는 거예요.
정말이지, 남자분들이란."
"scenarios_09_07000","09_07200_2350","@ハル","何だ、妙に不機嫌じゃないか。","뭐야, 왠지 기분이 안 좋아 보이네."
"scenarios_09_07000","09_07200_2360","@ムネチカ","別に……","별로……"
"scenarios_09_07000","09_07200_2370","@ムネチカ","どう足掻いても、女は[漢*おとこ]の世界には入れぬ……
母上様が言っておられたのは、こういう意味ですのね。","아무리 발버둥쳐도, 여자는 남자의 세계에 들어갈 수 없다……
어머니께서 말씀하신 게, 이런 의미였군요."
"scenarios_09_07000","09_07200_2380","@シューニャ","若いってのは良いもんだ。
ちょっと目を離した隙に、すぐ成長しやがる━━","젊다는 건 좋은 거지.
잠깐 한눈 판 사이에, 금방 성장해버리니까━━"
"scenarios_09_07000","09_07200_2390","@シューニャ","おじちゃんなら、そう言ったかな？","아저씨라면, 그렇게 말했으려나?"
"scenarios_09_07000","09_07200_2400","@ムネチカ","そう……かもしれませんわね。","그렇……을지도 모르겠네요."
"scenarios_09_07000","09_07200_2410","@ハル","あんな事言っても、[漢*おとこ]ってのは基本[莫迦*バカ]ばかりだからな。二人共、背中を[晒*さら]して突っ込んでいくのが目に浮かぶ。","저런 말을 해도, 남자란 기본적으로 바보뿐이거든. 둘 다, 등을 내보이고 뛰어드는 게 눈에 선하다."
"scenarios_09_07000","09_07200_2420","@ハル","ムネチカがいなかったらと思うと、ゾッとするよ。","무네치카가 없었다고 생각하면, 아찔해져."
"scenarios_09_07000","09_07200_2430","@ムネチカ","そうでしたわね。
確かに、小生がもっとしっかりしないといけませんわ。","그랬었지요.
확실히, 내가 좀 더 제대로 해야겠어요."
"scenarios_09_07000","09_07200_2440","@ムネチカ","ふふ、貴公が人形でなければ、惚れていたかもしれぬ。","후후, 그대가 인형이 아니었다면, 반했을지도 모르겠군."
"scenarios_09_07000","09_07200_2450","@ハル","いやいや、その台詞はいつものムネチカで言っデデデデデデデ━━","아니 아니, 그 대사는 평소의 무네치카로 말해줘야 디디디디디디디━━"
"scenarios_09_07000","09_07200_2460","@ハル","エラー、限界値ヲ越エル負荷ガ掛カッテオリマス。
早急ニ開放ヲヲヲヲヲヲヲヲ━━","에러, 한계치를 초과하는 부하가 걸리고 있습니다.
신속히 해방을 오오오오오오오오━━"
"scenarios_09_07000","09_07200_2470","@ムネチカ","さあ、二人共、いつまで笑っていますの？
帰りますわよ。","자, 두 분 다, 언제까지 웃고 계실 건가요?
이제 돌아가요."
"scenarios_09_07000","09_07200_2480","@オシュトル","ああ、そうだな。","아, 그래."
"scenarios_09_07000","09_07200_2490","@ミカヅチ","すまん。
すぐに追いつくから、先に行ってくれ。","미안.
곧 따라갈 테니, 먼저 가 있어."
"scenarios_09_07000","09_07200_2500","@ミカヅチ","有難う御座いました！{D008502}ミカヅチ{D-1}","감사했습니다!{D008502}미카즈치{D-1}"
"scenarios_09_08000","09_08000_0000","@シチーリヤ","間もなくライコウ様がお見えになります。
ミカヅチ様、お一人ですか？","곧 라이코우님께서 오십니다.
미카즈치님, 혼자이신가요?"
"scenarios_09_08000","09_08000_0010","@ミカヅチ","そうだ。
兄者と話があるので、皆には遠慮してもらった。問題あるか？","그래.
형님과 할 얘기가 있어서, 모두에게는 양해를 구했다. 문제 있나?"
"scenarios_09_08000","09_08000_0020","@シチーリヤ","いえ、問題ありません。","아니요, 문제 없습니다."
"scenarios_09_08000","09_08000_0030","@シチーリヤ","では、私もここで失礼させて頂きます。","그럼, 저도 여기서 실례하겠습니다."
"scenarios_09_08000","09_08000_0040","@ミカヅチ","ああ、判った。","아, 알겠다."
"scenarios_09_08000","09_08000_0050","@ライコウ","戻ったか。","돌아왔군."
"scenarios_09_08000","09_08000_0060","@ミカヅチ","兄者、約束の物だ。
受け取れ。","형님, 약속한 물건이다.
받아라."
"scenarios_09_08000","09_08000_0070","@ライコウ","……確かに受け取った。
大儀である。","……확실히 받았다.
수고했다."
"scenarios_09_08000","09_08000_0080","@ライコウ","これを手にしたということは、視たのだな？","이걸 손에 넣었다는 건, 본 거지?"
"scenarios_09_08000","09_08000_0090","@ミカヅチ","ああ。
兄者が何故俺を行かせたのか判った。","아아.
형님이 왜 나를 보내셨는지 알겠어."
"scenarios_09_08000","09_08000_0100","@ミカヅチ","だが、兄者の誘いを受ける訳にはいかぬ。","하지만, 형님의 제안을 받아들일 수는 없어."
"scenarios_09_08000","09_08000_0110","@ライコウ","どれだけ個の力が強くとも、所詮は個。
それが貴様にもはっきりと判ったのではないのか。","아무리 개인의 힘이 강해도, 결국은 개인.
그걸 너도 똑똑히 알게 된 거 아니냐."
"scenarios_09_08000","09_08000_0120","@ライコウ","イナヅマの力は称賛に値する。
だが、智なき力は蛮勇でしか無い。","이나즈마의 힘은 칭찬받을 만하다.
하지만, 지혜 없는 힘은 그저 만용일 뿐이다."
"scenarios_09_08000","09_08000_0130","@ミカヅチ","兄者にはそう映ったのか。
俺は違う。","형님 눈에는 그렇게 보였나.
나는 다르다."
"scenarios_09_08000","09_08000_0140","@ミカヅチ","今のアシワラがあるのは、イナヅマの無双なる力があったからだ。","지금의 아시와라가 있는 건, 이나즈마의 무쌍한 힘이 있었기 때문이다."
"scenarios_09_08000","09_08000_0150","@ミカヅチ","そして、イナヅマには[戦場*いくさば]で背を預けられる友たちが居た。","그리고, 이나즈마에게는 전장에서 등을 맡길 수 있는 친구들이 있었다."
"scenarios_09_08000","09_08000_0160","@ミカヅチ","さらには、國を任せられるライデンが居たからこそ、後ろを振り向かずに戦うことができた。","더 나아가, 나라를 맡길 수 있는 라이덴이 있었기에, 뒤돌아보지 않고 싸울 수 있었다."
"scenarios_09_08000","09_08000_0170","@ミカヅチ","故に、無双の[武人*もののふ]なのだ。","그러기에, 무쌍의 무사인 것이다."
"scenarios_09_08000","09_08000_0180","@ライコウ","ほう、あの[漢*おとこ]……オシュトルに背を預けるか。","호오, 그 남자……오슈토르에게 등을 맡기는 건가."
"scenarios_09_08000","09_08000_0190","@ライコウ","だが、背を預けられる者が居たとして、万に囲まれれば同じこと。","하지만, 등을 맡길 수 있는 자가 있다 해도, 만 명에게 둘러싸이면 마찬가지다."
"scenarios_09_08000","09_08000_0200","@ミカヅチ","ああ、それでいい。
奴に背を預けて死ぬのであれば悔いはない。","그래, 그걸로 좋아.
그 자에게 등을 맡기고 죽는다면 후회는 없다."
"scenarios_09_08000","09_08000_0210","@ミカヅチ","だがな、俺が万に囲まれる事なぞありえん。","하지만 말이지, 내가 만 명에게 둘러싸일 일 따윈 없어."
"scenarios_09_08000","09_08000_0220","@ライコウ","どういう意味だ？","무슨 뜻이지?"
"scenarios_09_08000","09_08000_0230","@ミカヅチ","兄者が居るからだ。","형님이 있으니까."
"scenarios_09_08000","09_08000_0240","@ライコウ","……ぬ？","……응?"
"scenarios_09_08000","09_08000_0250","@ミカヅチ","イナヅマにはライデン、俺には兄者が。
[最早*もはや]、腹はくくった。","이나즈마에게는 라이덴이 있고, 나에게는 형님이 있다.
이제 각오를 다졌다."
"scenarios_09_08000","09_08000_0260","@ミカヅチ","兄者が俺を推挙してくれたことは感謝する。
それを[無下*むげ]にしてしまい、本当に申し訳ない。","형님이 나를 추천해준 것에는 감사한다.
그걸 헛되이 해버려, 정말 미안하다."
"scenarios_09_08000","09_08000_0270","@ライコウ","…………","…………"
"scenarios_09_08000","09_08000_0280","@ミカヅチ","だが、俺は俺の目指す天辺を極める。","하지만, 나는 내가 목표하는 정상에 오를 거다."
"scenarios_09_08000","09_08000_0290","@ミカヅチ","兄者の元で[政*まつりごと]を学んだところで、この[頭*オツム]では[高*たか]が知れている。
だから、俺は同じ道を歩むつもりはない。","형님 밑에서 정치를 배운다 해도, 이 머리로는 한계가 뻔하다.
그래서, 나는 같은 길을 걷지 않을 생각이다."
"scenarios_09_08000","09_08000_0300","@ミカヅチ","それに、八柱将ライコウが動かす駒は、強ければ強いほど、このヤマトは盤石となる。","게다가, 팔주장 라이코우가 움직이는 말이 강하면 강할수록, 이 야마토는 더욱 견고해진다."
"scenarios_09_08000","09_08000_0310","@ミカヅチ","智将といえど雑兵しか使えねば、鞘から抜けぬ[剣*つるぎ]も同じ。","지장이라 해도 졸병밖에 못 쓴다면, 칼집에서 뽑히지 않는 검과 다를 바 없다."
"scenarios_09_08000","09_08000_0320","@ミカヅチ","故に、俺がヤマトでこの者ありとうたわれる[武人*もののふ]となり、[兵*つわもの]共の[魁*さきがけ]となろうぞ。","그러니, 내가 야마토에서 이 자가 있다 칭송받는 무사가 되어, 병사들의 선봉이 되겠다."
"scenarios_09_08000","09_08000_0330","@ミカヅチ","兄者が抜くべき[剣*つるぎ]として、な。","형님이 뽑아야 할 검으로서, 말이지."
"scenarios_09_08000","09_08000_0340","@ミカヅチ","ヤマトの[漢*おとこ]として、ディコトマ様の[弟子*ていし]として、これが俺の目指す天辺だ。","야마토의 사내로서, 디코토마님의 제자로서, 이것이 내가 목표하는 정상이다."
"scenarios_09_08000","09_08000_0350","@ライコウ","………","………"
"scenarios_09_08000","09_08000_0360","@ミカヅチ","…………","…………"
"scenarios_09_08000","09_08000_0370","@ライコウ","いいだろう、ならばその天辺、見事極めてみせよ。
俺が抜くに相応しき[剣*つるぎ]として、な。","좋다, 그렇다면 그 정상, 멋지게 올라보여라.
내가 뽑을 만한 검으로서, 말이다."
"scenarios_09_08000","09_08000_0380","@ミカヅチ","ああ。俺を誰だと思っている。","그래. 내가 누군지 알고 있겠지."
"scenarios_09_08000","09_08000_0390","@ライコウ","ふっ……
俺は個の強さを知り、[彼奴*あやつ]は個の弱さを知ったか。","후후……
나는 개인의 강함을 알았고, 저 녀석은 개인의 약함을 알았나."
"scenarios_09_08000","09_08000_0400","@ライコウ","まさか愚弟に気付かされる日が来ようとはな。","설마 어리석은 동생에게 깨닫게 될 날이 오다니."
"scenarios_09_08000","09_08000_0410","@ライコウ","視野を狭めていたのは俺の方だったというわけか……","시야를 좁게 하고 있던 건 나였던 건가……"
"scenarios_09_08000","09_08000_0420","@ライコウ","シチーリヤ、聖上に拝謁する。","시치리야, 성상께 하례를 올리겠습니다."
"scenarios_09_08000","09_08000_0430","@シチーリヤ","かしこまりました。
早々に[調*ととの]えます。","알겠습니다.
곧 준비하겠습니다."
"scenarios_09_08000","09_08000_0440","@ライコウ","アシワラの至宝をこれに。
どうか、お納めください。","아시와라의 보물을 여기에.
부디 받아주시기 바랍니다."
"scenarios_09_08000","09_08000_0450","@帝","うむ……
ホノカよ、ここへ。","음……
호노카야, 이리 오너라."
"scenarios_09_08000","09_08000_0460","@ホノカ","はい、我が君。
確かに、こちらとなります。","네, 저의 님.
확실히, 이쪽입니다."
"scenarios_09_08000","09_08000_0470","@帝","……うむ。","……음."
"scenarios_09_08000","09_08000_0480","@帝","これの由来は知っておるか。","이것의 유래를 알고 있느냐."
"scenarios_09_08000","09_08000_0490","@ライコウ","我がアシワラの祖が、聖上より下賜された物と聞き及んでおります。","저희 아시와라의 조상이, 성상께서 하사하신 물건이라 들었습니다."
"scenarios_09_08000","09_08000_0500","@帝","そうだ。
[余*よ]が……
イナヅマに与えたものである。","그래.
내가……
이나즈마에게 내린 것이다."
"scenarios_09_08000","09_08000_0510","@ライコウ","…………","…………"
"scenarios_09_08000","09_08000_0520","@帝","ライコウよ、前へ。","라이코우야, 앞으로 나와라."
"scenarios_09_08000","09_08000_0530","@ライコウ","ハッ。","예!"
"scenarios_09_08000","09_08000_0540","@帝","…………
似ておるな。
[其方*そなた]等兄弟を見ると、あの頃を思い出す。","…………
닮았구나.
너희 형제를 보면, 그 시절이 떠오른다."
"scenarios_09_08000","09_08000_0550","@帝","あの者達も、[其方*そなた]等と同じ、素晴らしき若者であった。","그 자들도, 너희와 마찬가지로, 훌륭한 젊은이들이었다."
